,交易权属,产权年限,供暖方式,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总价,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,配备电梯,室,厅,厨,卫,西北,东,西,南,东南,东北,北,西南
153,商品房,70.0,集中供暖,塔院小区,1992.0,板楼,钢混结构,67.4,490.0,14.0,平层,满五年,普通住宅,非共有,278,0.11764705882352941,中楼层,牡丹园,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,1,0
154,商品房,70.0,集中供暖,塔院小区,1988.0,板楼,混合结构,61.5,526.0,6.0,平层,满两年,普通住宅,非共有,265,0.3333333333333333,中楼层,牡丹园,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
155,商品房,70.0,集中供暖,塔院小区,1989.0,板楼,混合结构,64.6,550.0,6.0,平层,满五年,普通住宅,非共有,266,0.3333333333333333,中楼层,牡丹园,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
156,商品房,70.0,集中供暖,塔院小区,1990.0,塔楼,钢混结构,41.9,378.0,18.0,平层,满五年,普通住宅,非共有,304,0.2857142857142857,高楼层,牡丹园,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
157,商品房,70.0,集中供暖,塔院小区,1989.0,板塔结合,钢混结构,45.2,388.0,14.0,平层,满五年,普通住宅,非共有,274,0.16666666666666666,中楼层,牡丹园,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,0,0
159,商品房,40.0,集中供暖,塔院小区,1989.0,板楼,混合结构,41.5,398.0,6.0,平层,满五年,普通住宅,非共有,355,0.3333333333333333,底层,牡丹园,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,0,0
160,商品房,70.0,集中供暖,塔院小区,1989.0,板楼,混合结构,57.3,563.0,6.0,平层,满五年,普通住宅,非共有,282,0.3333333333333333,底层,牡丹园,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
161,商品房,70.0,集中供暖,塔院小区,1988.0,塔楼,钢混结构,80.9,750.0,18.0,平层,满五年,普通住宅,非共有,302,0.2857142857142857,低楼层,牡丹园,海淀,精装,有,2,1,1,1,0,0,0,1,0,0,0,0
162,商品房,70.0,集中供暖,塔院小区,1989.0,板塔结合,钢混结构,42.4,389.0,18.0,平层,满五年,普通住宅,非共有,338,0.2857142857142857,中楼层,牡丹园,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,0,0
163,商品房,70.0,集中供暖,塔院小区,1989.0,板楼,混合结构,57.5,560.0,6.0,平层,满五年,普通住宅,非共有,299,0.3333333333333333,底层,牡丹园,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
164,商品房,70.0,集中供暖,塔院小区,1989.0,板塔结合,钢混结构,45.2,378.0,14.0,平层,满五年,普通住宅,非共有,334,0.16666666666666666,中楼层,牡丹园,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,1,0
166,商品房,70.0,集中供暖,塔院小区,1989.0,板楼,混合结构,57.9,526.0,6.0,平层,满五年,普通住宅,非共有,359,0.3333333333333333,中楼层,牡丹园,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
167,商品房,70.0,集中供暖,塔院小区,1989.0,板楼,混合结构,40.29,337.0,6.0,平层,满五年,普通住宅,非共有,332,0.3333333333333333,顶层,牡丹园,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,0,0
169,商品房,70.0,集中供暖,塔院小区,1990.0,塔楼,钢混结构,80.7,840.0,18.0,平层,满五年,普通住宅,非共有,391,0.2857142857142857,中楼层,牡丹园,海淀,精装,有,3,1,1,1,0,0,0,1,0,0,1,0
172,商品房,70.0,集中供暖,塔院小区,1988.0,板楼,混合结构,64.9,595.0,6.0,平层,满五年,普通住宅,非共有,376,0.3333333333333333,中楼层,牡丹园,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
173,商品房,70.0,集中供暖,塔院小区,1989.0,板塔结合,钢混结构,42.4,415.0,18.0,平层,满五年,普通住宅,非共有,382,0.2857142857142857,高楼层,牡丹园,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,0,0
622,商品房,70.0,集中供暖,五机床厂宿舍,1988.0,板楼,混合结构,58.6,278.0,6.0,平层,满两年,普通住宅,非共有,385,0.2,高楼层,西三旗,海淀,精装,无,2,1,1,1,0,1,0,0,0,0,1,0
641,商品房,70.0,自供暖,万景公寓,2000.0,塔楼,钢混结构,115.5,852.0,19.0,平层,满五年,普通住宅,非共有,385,0.25,低楼层,紫竹桥,海淀,精装,有,2,2,1,1,0,1,0,0,0,0,0,0
664,商品房,70.0,集中供暖,万芳苑,2003.0,板塔结合,钢混结构,68.27,645.0,14.0,平层,满五年,普通住宅,非共有,375,0.3333333333333333,中楼层,公主坟,海淀,精装,有,1,1,1,1,0,0,0,0,0,1,0,0
684,已购公房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,44.9,462.5,6.0,平层,满五年,普通住宅,非共有,60,0.5,顶层,苏州桥,海淀,其他,无,1,1,1,1,0,1,0,1,0,0,0,0
685,已购公房,70.0,集中供暖,万泉庄小区,1990.0,板楼,混合结构,45.8,450.0,6.0,平层,满五年,普通住宅,非共有,111,0.5,顶层,苏州桥,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,1,0
686,已购公房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,62.6,581.0,6.0,平层,满五年,普通住宅,非共有,148,0.5,中楼层,苏州桥,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
687,已购公房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,41.9,451.0,6.0,平层,满五年,普通住宅,非共有,143,0.5,底层,苏州桥,海淀,其他,无,1,1,1,1,0,0,0,1,0,0,1,0
688,商品房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,47.7,443.0,6.0,平层,满五年,普通住宅,非共有,164,0.5,顶层,苏州桥,海淀,精装,无,1,1,1,1,0,1,1,0,0,0,0,0
689,商品房,70.0,集中供暖,万泉庄小区,1990.0,板楼,混合结构,45.8,450.0,6.0,平层,满五年,普通住宅,非共有,303,0.5,顶层,苏州桥,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,1,0
690,商品房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,61.2,525.0,6.0,平层,满五年,普通住宅,非共有,222,0.5,底层,苏州桥,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,1,0
694,商品房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,46.6,480.0,6.0,平层,满五年,普通住宅,非共有,244,0.5,中楼层,苏州桥,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,1,0
695,商品房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,59.6,560.0,6.0,平层,满五年,普通住宅,非共有,322,0.5,顶层,苏州桥,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
696,商品房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,65.0,595.0,6.0,平层,满五年,普通住宅,非共有,268,0.5,顶层,苏州桥,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
697,商品房,70.0,集中供暖,万泉庄小区,1993.7698001480385,板楼,混合结构,62.5,668.0,6.0,平层,满五年,普通住宅,非共有,303,0.5,中楼层,苏州桥,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
698,商品房,70.0,集中供暖,万泉庄小区,1991.0,板楼,混合结构,61.9,655.0,6.0,平层,满五年,普通住宅,非共有,284,0.3333333333333333,底层,苏州桥,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
812,已购公房,70.0,集中供暖,万寿路26号院,1990.0,塔楼,钢混结构,39.0,383.0,18.0,平层,满五年,普通住宅,非共有,42,0.2857142857142857,顶层,公主坟,海淀,简装,有,1,1,1,1,0,0,0,1,0,0,0,0
813,已购公房,70.0,集中供暖,万寿路26号院,1990.0,塔楼,钢混结构,70.5,660.0,18.0,平层,满五年,普通住宅,非共有,58,0.2857142857142857,中楼层,公主坟,海淀,其他,有,2,1,1,1,0,0,0,1,0,0,0,0
816,商品房,70.0,集中供暖,万寿路26号院,1990.0,塔楼,钢混结构,41.4,383.0,18.0,平层,满两年,普通住宅,非共有,324,0.2857142857142857,高楼层,公主坟,海淀,精装,有,1,1,1,1,0,0,0,1,0,0,0,0
864,已购公房,70.0,集中供暖,厢白旗甲2号院,1999.0,板楼,混合结构,72.68,598.0,6.0,平层,满五年,普通住宅,非共有,181,0.5,中楼层,五道口,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
865,商品房,70.0,集中供暖,厢白旗甲2号院,1999.0,板楼,混合结构,73.0,590.0,6.0,平层,满五年,普通住宅,非共有,305,0.5,低楼层,五道口,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
974,商品房,70.0,集中供暖,王致和腐乳厂宿舍,1985.0,板楼,混合结构,69.5,440.0,5.0,平层,满五年,普通住宅,共有,258,0.5,中楼层,田村,海淀,其他,无,3,1,1,1,0,0,0,1,0,0,1,0
999,已购公房,70.0,集中供暖,万泉河62号院,1998.0,板楼,混合结构,85.9,740.0,6.0,平层,满五年,普通住宅,非共有,66,0.5,高楼层,苏州桥,海淀,精装,无,2,1,1,1,0,0,0,0,1,0,0,0
1000,已购公房,70.0,集中供暖,万泉河62号院,1998.0,板楼,混合结构,64.2,595.0,6.0,平层,满五年,普通住宅,非共有,47,0.5,中楼层,苏州桥,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1001,已购公房,70.0,集中供暖,万泉河62号院,1998.0,板塔结合,钢混结构,85.8,773.0,10.0,平层,满五年,普通住宅,非共有,49,1.0,高楼层,苏州桥,海淀,其他,有,3,1,1,1,0,0,0,0,1,0,0,0
1002,商品房,70.0,集中供暖,万泉河62号院,1999.0,塔楼,钢混结构,123.17,1048.0,16.0,平层,满五年,普通住宅,非共有,116,0.2,中楼层,苏州桥,海淀,简装,有,3,1,1,1,0,0,0,1,0,0,0,0
1003,已购公房,70.0,集中供暖,万泉河62号院,1999.0,塔楼,钢混结构,135.47,1050.0,16.0,平层,满五年,普通住宅,非共有,109,0.2,高楼层,苏州桥,海淀,简装,有,3,2,1,2,0,0,0,0,1,0,0,0
1004,已购公房,70.0,集中供暖,万泉河62号院,1989.0,板塔结合,混合结构,58.91,521.0,6.0,平层,满五年,普通住宅,非共有,104,0.5,高楼层,苏州桥,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1006,商品房,70.0,集中供暖,万泉河62号院,1998.0,板楼,混合结构,85.9,700.0,6.0,平层,满五年,普通住宅,非共有,228,0.5,顶层,苏州桥,海淀,精装,无,2,1,1,1,0,0,0,0,1,0,0,0
1008,商品房,70.0,集中供暖,万泉河62号院,1989.0,板塔结合,混合结构,58.91,518.0,6.0,平层,满五年,普通住宅,非共有,358,0.5,底层,苏州桥,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1009,商品房,70.0,集中供暖,万泉河62号院,1989.0,板塔结合,混合结构,64.13,636.0,6.0,平层,满五年,普通住宅,非共有,358,0.5,底层,苏州桥,海淀,简装,无,2,1,1,1,0,1,0,1,0,0,1,0
1087,商品房,50.0,集中供暖,西海国际中心,2009.0,塔楼,钢混结构,52.64,243.0,13.0,平层,满五年,商业办公类,非共有,145,0.07692307692307693,中楼层,苏州桥,海淀,其他,无,1,0,0,1,0,0,1,0,0,0,0,0
1129,私产,70.0,自供暖,雪梨澳乡E区,2002.0,板楼,混合结构,167.31,1100.0,2.0,平层,满五年,普通住宅,非共有,245,1.0,底层,清河,海淀,精装,无,4,3,1,3,0,0,0,1,0,0,1,0
1150,商品房,70.0,集中供暖,西三环北路23号院,1988.0,板楼,混合结构,54.5,466.0,6.0,平层,满五年,普通住宅,非共有,154,0.3333333333333333,顶层,厂洼,海淀,简装,无,2,0,1,1,0,0,0,1,0,0,0,0
1151,商品房,70.0,集中供暖,西三环北路23号院,1988.0,板楼,混合结构,34.39,350.0,6.0,平层,满五年,普通住宅,非共有,143,0.3333333333333333,中楼层,厂洼,海淀,精装,无,1,1,1,1,0,0,0,1,0,0,0,0
1152,央产房,70.0,集中供暖,西三环北路23号院,1988.0,板楼,混合结构,56.74,500.0,6.0,平层,满五年,普通住宅,非共有,168,0.3333333333333333,底层,厂洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
1155,商品房,70.0,集中供暖,西三环北路23号院,1988.0,板楼,混合结构,54.5,500.0,6.0,平层,满五年,普通住宅,非共有,279,0.3333333333333333,中楼层,厂洼,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,0,0
1229,已购公房,70.0,集中供暖,西三环北路56号院,1980.0,板楼,混合结构,58.4,474.0,6.0,平层,满五年,普通住宅,非共有,103,0.3333333333333333,底层,紫竹桥,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1230,私产,70.0,集中供暖,西三环北路56号院,1981.0,板楼,混合结构,39.9,305.0,6.0,平层,满五年,普通住宅,非共有,112,0.3333333333333333,中楼层,紫竹桥,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
1231,商品房,70.0,集中供暖,西三环北路56号院,1981.0,板楼,混合结构,39.9,352.0,6.0,平层,满五年,普通住宅,非共有,167,0.3333333333333333,低楼层,紫竹桥,海淀,其他,无,1,1,1,1,0,0,0,1,0,0,0,0
1273,私产,70.0,集中供暖,鑫雅苑,2000.0,塔楼,钢混结构,156.19,1285.0,20.0,平层,满五年,普通住宅,非共有,109,0.25,中楼层,皂君庙,海淀,精装,有,3,1,1,2,0,0,0,0,1,0,0,0
1274,商品房,70.0,集中供暖,鑫雅苑,2000.0,塔楼,钢混结构,107.31,795.0,20.0,平层,满五年,普通住宅,非共有,59,0.25,高楼层,皂君庙,海淀,精装,有,2,2,1,1,0,0,0,0,0,1,0,0
1275,私产,70.0,集中供暖,鑫雅苑,2000.0,塔楼,钢混结构,107.31,795.0,20.0,平层,满五年,普通住宅,非共有,142,0.25,高楼层,皂君庙,海淀,精装,有,2,2,1,1,1,0,0,0,0,0,0,0
1277,私产,70.0,集中供暖,鑫雅苑,2000.0,塔楼,钢混结构,66.77,530.0,20.0,平层,满五年,普通住宅,非共有,256,0.2222222222222222,中楼层,皂君庙,海淀,简装,有,1,1,1,1,0,1,0,0,0,0,0,0
1363,商品房,70.0,集中供暖,香山一棵松,1993.7698001480385,板楼,未知结构,50.7,288.0,3.0,平层,满五年,普通住宅,非共有,34,1.0,顶层,西山,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1418,商品房,70.0,自供暖,香溪度,2009.0,板楼,钢混结构,226.88,1815.0,9.0,平层,满五年,普通住宅,非共有,362,0.5,低楼层,田村,海淀,其他,有,5,2,1,3,0,0,0,1,0,0,1,0
1419,商品房,70.0,自供暖,香溪度,2009.0,板楼,钢混结构,166.58,1199.0,9.0,平层,满五年,普通住宅,非共有,298,0.5,高楼层,田村,海淀,简装,有,3,2,1,2,0,0,1,1,0,0,1,0
1454,商品房,70.0,集中供暖,学院路14号院,1987.0,板楼,混合结构,61.6,435.0,6.0,平层,满五年,普通住宅,非共有,150,0.3333333333333333,顶层,学院路,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
1456,已购公房,70.0,集中供暖,学院路14号院,2000.0,板楼,混合结构,75.78,595.0,6.0,平层,满五年,普通住宅,非共有,92,0.5,顶层,学院路,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1459,商品房,70.0,集中供暖,学院路14号院,1980.0,板楼,混合结构,59.5,476.0,6.0,平层,满五年,普通住宅,非共有,258,0.3333333333333333,底层,学院路,海淀,简装,无,3,1,1,1,0,0,0,1,0,0,1,0
1518,已购公房,70.0,集中供暖,学院南路6号,1988.0,板塔结合,钢混结构,38.87,350.0,12.0,平层,满五年,普通住宅,非共有,320,0.125,中楼层,小西天,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
1533,商品房,70.0,自供暖,依都阁,2002.0,塔楼,钢混结构,139.46,1125.0,20.0,平层,满两年,普通住宅,非共有,53,0.2222222222222222,中楼层,西直门,海淀,精装,有,3,2,1,2,0,0,0,0,1,0,0,0
1582,已购公房,70.0,集中供暖,永定路西里小区,1980.0,板楼,混合结构,51.1,479.0,5.0,平层,满五年,普通住宅,非共有,37,0.3333333333333333,顶层,五棵松,海淀,毛坯,无,2,1,1,1,0,1,0,0,0,0,0,0
1583,已购公房,70.0,集中供暖,永定路西里小区,1993.7698001480385,板楼,混合结构,51.1,470.0,5.0,平层,满五年,普通住宅,非共有,82,0.3333333333333333,中楼层,五棵松,海淀,简装,无,2,1,1,1,0,1,0,0,0,0,0,0
1587,商品房,70.0,集中供暖,永定路西里小区,1989.0,板楼,混合结构,58.2,490.0,6.0,平层,满五年,普通住宅,非共有,224,0.5,中楼层,五棵松,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1589,商品房,70.0,集中供暖,永定路西里小区,1993.7698001480385,板楼,混合结构,51.1,450.0,5.0,平层,满五年,普通住宅,非共有,395,0.3333333333333333,中楼层,五棵松,海淀,简装,无,2,1,1,1,0,1,0,0,0,0,0,0
1613,商品房,70.0,集中供暖,永定路17号院,1994.0,板楼,混合结构,69.1,476.0,6.0,平层,满两年,普通住宅,非共有,164,0.5,中楼层,五棵松,海淀,其他,无,3,1,1,1,0,0,0,1,0,0,1,0
1614,商品房,70.0,集中供暖,永定路17号院,1994.0,板楼,混合结构,58.3,398.0,6.0,平层,满五年,普通住宅,非共有,317,0.5,高楼层,五棵松,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1615,商品房,70.0,集中供暖,永定路17号院,1995.0,板楼,混合结构,41.1,296.0,6.0,平层,满两年,普通住宅,非共有,150,0.25,中楼层,五棵松,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
1617,商品房,70.0,集中供暖,永定路17号院,1988.0,板楼,混合结构,58.3,377.0,6.0,平层,满两年,普通住宅,非共有,128,0.5,顶层,五棵松,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
1618,商品房,70.0,集中供暖,永定路17号院,1995.0,板楼,混合结构,42.4,305.0,6.0,平层,满五年,普通住宅,非共有,149,0.3333333333333333,低楼层,五棵松,海淀,其他,无,1,1,1,1,0,1,0,0,0,0,0,0
1620,商品房,70.0,集中供暖,永定路17号院,1995.0,板楼,混合结构,49.5,365.0,6.0,平层,满五年,普通住宅,非共有,362,0.3333333333333333,底层,五棵松,海淀,精装,无,2,1,1,1,0,1,1,0,0,0,0,0
1621,商品房,70.0,集中供暖,永定路17号院,1995.0,板楼,混合结构,12.8,115.0,6.0,平层,满五年,普通住宅,非共有,278,0.25,顶层,五棵松,海淀,精装,无,1,0,0,0,0,0,0,0,0,0,1,0
1680,商品房,70.0,集中供暖,永定路30号院,1986.0,板楼,混合结构,53.2,335.0,6.0,平层,满五年,普通住宅,非共有,194,0.5,顶层,五棵松,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1688,商品房,70.0,自供暖,学知轩,2001.0,塔楼,钢混结构,78.83,490.0,21.0,平层,满五年,普通住宅,非共有,63,0.16666666666666666,中楼层,学院路,海淀,精装,有,1,1,1,1,1,0,0,0,0,0,0,0
1704,商品房,70.0,集中供暖,学知园,1998.0,塔楼,钢混结构,114.8,730.0,19.0,平层,满五年,普通住宅,共有,128,0.3333333333333333,中楼层,学院路,海淀,其他,有,3,1,1,1,1,0,0,1,0,0,0,0
1705,私产,70.0,集中供暖,学知园,1998.0,塔楼,钢混结构,121.5,850.0,19.0,平层,满五年,普通住宅,非共有,303,0.25,中楼层,学院路,海淀,简装,有,3,1,1,2,0,0,0,0,1,0,0,0
1708,商品房,70.0,集中供暖,学知园,1998.0,塔楼,钢混结构,121.5,880.0,19.0,平层,满五年,普通住宅,非共有,190,0.25,中楼层,学院路,海淀,其他,有,3,1,1,2,0,0,0,0,1,0,0,0
1823,商品房,70.0,集中供暖,羊坊店路16号院,1960.0,板楼,混合结构,64.8,500.0,5.0,平层,满五年,普通住宅,非共有,132,0.3333333333333333,中楼层,军博,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
1931,商品房,70.0,自供暖,颐安嘉园,2000.0,板楼,混合结构,208.0,2250.0,7.0,跃层,满五年,普通住宅,非共有,149,0.5,高楼层,紫竹桥,海淀,精装,有,6,3,1,4,0,0,0,1,0,0,1,0
1948,商品房,70.0,集中供暖,月季园,1997.0,塔楼,钢混结构,51.53,405.5,20.0,平层,满五年,普通住宅,非共有,254,0.16666666666666666,底层,马甸,海淀,毛坯,有,2,1,1,1,0,0,1,0,0,0,0,0
1949,商品房,70.0,集中供暖,月季园,1995.0,塔楼,钢混结构,65.1,539.0,20.0,平层,满五年,普通住宅,非共有,351,0.25,低楼层,马甸,海淀,精装,有,2,1,1,1,0,0,0,0,0,0,0,1
1952,商品房,70.0,集中供暖,月季园,1997.0,塔楼,钢混结构,37.92,351.7,21.0,平层,满五年,普通住宅,非共有,281,0.16666666666666666,低楼层,马甸,海淀,毛坯,有,1,1,1,1,0,0,0,0,1,0,0,0
1954,商品房,70.0,集中供暖,月季园,1997.0,塔楼,钢混结构,44.78,333.0,21.0,平层,满五年,普通住宅,非共有,292,0.2222222222222222,高楼层,马甸,海淀,简装,有,1,1,1,1,0,0,1,0,0,0,0,0
1955,商品房,70.0,集中供暖,月季园,1997.0,塔楼,钢混结构,62.6,550.0,20.0,平层,满两年,普通住宅,非共有,363,0.25,低楼层,马甸,海淀,精装,有,2,1,1,1,0,0,0,0,1,0,0,0
1958,商品房,70.0,集中供暖,月季园,1994.0,板楼,混合结构,49.9,410.0,7.0,平层,满两年,普通住宅,非共有,358,0.5,低楼层,马甸,海淀,简装,无,1,1,1,1,0,0,0,1,0,0,0,0
2296,已购公房,70.0,集中供暖,邮局宿舍,1997.0,板楼,混合结构,49.7,396.0,6.0,平层,满五年,普通住宅,非共有,38,0.3333333333333333,顶层,颐和园,海淀,其他,无,2,1,1,1,0,0,0,1,0,0,1,0
2297,商品房,70.0,集中供暖,邮局宿舍,1997.0,板楼,混合结构,54.7,449.0,6.0,平层,满五年,普通住宅,非共有,247,0.3333333333333333,高楼层,颐和园,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
2298,商品房,70.0,集中供暖,邮局宿舍,1997.0,板楼,混合结构,71.4,540.0,6.0,平层,满五年,普通住宅,非共有,260,0.3333333333333333,中楼层,颐和园,海淀,精装,无,3,1,1,1,0,1,1,0,0,0,0,0
2551,已购公房,70.0,集中供暖,玉泉路16号院,1985.0,板楼,混合结构,50.2,348.0,5.0,平层,满五年,普通住宅,非共有,51,0.3333333333333333,顶层,玉泉路,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,0,0
2552,已购公房,70.0,集中供暖,玉泉路16号院,1997.0,板楼,混合结构,73.2,480.0,7.0,平层,满五年,普通住宅,非共有,67,0.5,高楼层,玉泉路,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
2553,已购公房,69.72161172161172,集中供暖,玉泉路16号院,1979.0,板楼,砖混结构,54.0,350.0,6.0,平层,满五年,普通住宅,非共有,117,0.3333333333333333,低楼层,玉泉路,海淀,其他,无,2,1,1,1,0,1,1,0,0,0,0,0
2554,央产房,70.0,集中供暖,玉泉路16号院,1986.0,板楼,混合结构,59.5,372.0,6.0,平层,满五年,普通住宅,非共有,177,0.3333333333333333,中楼层,玉泉路,海淀,简装,无,2,1,1,1,0,1,1,0,0,0,0,0
2556,商品房,70.0,集中供暖,玉泉路16号院,1995.0,板楼,砖混结构,68.3,390.0,5.0,平层,满两年,普通住宅,非共有,186,0.3333333333333333,中楼层,玉泉路,海淀,精装,无,2,1,1,1,0,0,0,1,0,0,1,0
2557,已购公房,70.0,集中供暖,玉泉路16号院,1962.0,板楼,混合结构,68.3,359.0,5.0,平层,满五年,普通住宅,非共有,189,0.3333333333333333,中楼层,玉泉路,海淀,简装,无,2,1,1,1,0,0,0,1,0,0,1,0
