,东,东北,东南,交易权属,产权年限,供暖方式,北,南,卫,厅,厨,室,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,西,西北,西南,配备电梯,实际成交价,预测价,相对误差
191,,,1.0,商品房,70.0,集中供暖,,1.0,1.0,2.0,1.0,2.0,甘家口小区,1998.0,板塔结合,钢混结构,109.2,12.0,平层,满五年,普通住宅,非共有,259.0,0.5,高楼层,甘家口,海淀,精装,,,,有,825.0,847.8333582823537,0.027676797918004536
192,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,普惠南里,1994.0,塔楼,钢混结构,70.1,18.0,平层,满五年,普通住宅,非共有,229.0,0.3333333333333333,高楼层,公主坟,海淀,简装,,,,有,658.0,616.0999121285349,0.06367794509341197
193,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,常秀家园,1996.0,板楼,混合结构,58.5,6.0,平层,满五年,普通住宅,共有,200.0,0.5,低楼层,西三旗,海淀,简装,,,,无,345.0,317.30383987922096,0.08027872498776534
194,,,,私产,70.0,集中供暖,,,1.0,1.0,1.0,2.0,海云轩,2000.0,板塔结合,钢混结构,116.29,22.0,平层,满五年,普通住宅,非共有,170.0,0.4,低楼层,西直门,海淀,其他,,,1.0,有,820.0,642.9927685531279,0.21586247737423425
195,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,学院南路34号院,1995.0,板塔结合,钢混结构,59.7,14.0,平层,满五年,普通住宅,共有,189.0,0.2,底层,小西天,海淀,其他,,,,有,445.0,524.3608557758605,0.17833900174350675
196,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,铁西小区,1990.0,板楼,混合结构,58.2,6.0,平层,满五年,普通住宅,非共有,129.0,0.5,中楼层,军博,海淀,简装,,,,无,435.0,509.0737286357662,0.17028443364543955
197,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,花园北路32号院,2000.0,板楼,混合结构,55.64,6.0,平层,满五年,普通住宅,非共有,366.0,0.2,高楼层,牡丹园,海淀,简装,,,,无,435.0,540.011727574398,0.2414062702859725
198,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,北土城西路167号院,1986.0,板楼,混合结构,64.5,6.0,平层,满两年,普通住宅,非共有,308.0,0.3333333333333333,中楼层,牡丹园,海淀,简装,,,,无,525.0,574.3902383169816,0.09407664441329827
199,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,民族大学南路19号院,1993.0,板塔结合,钢混结构,107.7,15.0,平层,满五年,普通住宅,共有,301.0,0.3333333333333333,低楼层,魏公村,海淀,简装,,,,有,930.0,1019.1135763281843,0.09582104981525194
200,,,,商品房,70.0,集中供暖,,1.0,1.0,,1.0,3.0,昌运宫,1986.0,塔楼,钢混结构,64.98,18.0,平层,满五年,普通住宅,非共有,131.0,0.3333333333333333,低楼层,紫竹桥,海淀,其他,,,,有,513.0,545.0057421207533,0.062389360859168276
201,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,大柳树9号院,1988.0,板楼,混合结构,54.0,6.0,平层,满五年,普通住宅,非共有,178.0,0.3333333333333333,低楼层,白石桥,海淀,精装,,,,无,486.0,512.5745495533494,0.05468014311388757
202,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,王公坟社区,1989.0,板楼,钢混结构,55.63,10.0,平层,满五年,普通住宅,非共有,160.0,0.5,顶层,苏州桥,海淀,其他,,,,有,550.0,546.2624578431719,0.006795531194232932
203,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,塔院小区,1992.0,板塔结合,钢混结构,64.4,13.0,平层,满五年,普通住宅,非共有,203.0,0.3333333333333333,中楼层,牡丹园,海淀,精装,,,,有,545.0,558.3998883839372,0.024586951163187515
204,1.0,,,已购公房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,永定路西里小区,1993.7698001480385,板楼,混合结构,51.1,5.0,平层,满五年,普通住宅,非共有,82.0,0.3333333333333333,中楼层,五棵松,海淀,简装,,,,无,470.0,464.40794899961577,0.011897980851881342
205,,,1.0,已购公房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,中关村,1995.0,板楼,混合结构,62.29,6.0,平层,满五年,普通住宅,非共有,101.0,0.045454545454545456,顶层,中关村,海淀,精装,,,,无,567.0,681.100890496267,0.20123613844138796
206,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,华鸿家园,2008.0,板楼,钢混结构,96.09,6.0,复式,满五年,普通住宅,非共有,221.0,0.5,顶层,西三旗,海淀,精装,,,,有,598.0,602.378363884078,0.007321678735916386
207,1.0,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,富力桃园C区,2009.0,板塔结合,钢混结构,85.95,18.0,平层,满五年,普通住宅,非共有,389.0,0.5,高楼层,西三旗,海淀,精装,,,,有,630.0,563.8363407458904,0.10502168135572948
208,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,万寿路西街9号,1988.0,板楼,混合结构,55.5,6.0,平层,满五年,普通住宅,非共有,114.0,0.3333333333333333,中楼层,万寿路,海淀,精装,,,,无,590.0,640.023086137415,0.08478489175833054
209,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,万寿路西街11号院,1999.0,板楼,混合结构,55.76,6.0,平层,满五年,普通住宅,非共有,341.0,0.5,底层,万寿路,海淀,精装,1.0,,,无,500.0,590.2967832034651,0.18059356640693022
210,1.0,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,中关村,1996.0,板楼,混合结构,65.63,6.0,平层,满五年,普通住宅,非共有,377.0,0.5,中楼层,中关村,海淀,其他,,,,无,763.0,687.4846022313952,0.0989716877701242
211,,,,商品房,70.0,自供暖,1.0,1.0,2.0,2.0,1.0,3.0,熙湖,2008.0,板楼,钢混结构,170.28,12.0,平层,满五年,普通住宅,非共有,283.0,0.5,中楼层,田村,海淀,毛坯,,,,有,1198.0,1169.8512014989692,0.023496492905701834
212,1.0,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,罗庄南里,1986.0,板楼,混合结构,63.8,6.0,平层,满五年,普通住宅,非共有,342.0,0.5,低楼层,知春路,海淀,简装,,,,无,495.0,518.6184288120471,0.047713997600095176
213,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,北洼路32号院,1994.0,板塔结合,钢混结构,88.16,14.0,平层,满五年,普通住宅,非共有,130.0,0.25,低楼层,紫竹桥,海淀,毛坯,,,,有,660.0,735.702587770292,0.11470089056104846
214,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,大钟寺甲133号院,1996.0,板楼,混合结构,46.3,6.0,平层,满两年,普通住宅,共有,241.0,0.3333333333333333,高楼层,皂君庙,海淀,精装,,,,无,400.0,432.9907735330081,0.08247693383252028
215,,,,商品房,40.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,塔院小区,1989.0,板楼,混合结构,41.5,6.0,平层,满五年,普通住宅,非共有,355.0,0.3333333333333333,底层,牡丹园,海淀,精装,,,,无,398.0,391.37438650652314,0.01664727008411272
216,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,翠微南里,1988.0,塔楼,钢混结构,44.57,18.0,平层,满五年,普通住宅,非共有,58.0,0.2857142857142857,高楼层,公主坟,海淀,其他,,,,有,424.5,375.5789180368678,0.11524400933600053
217,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,双榆树北里,1985.0,板楼,混合结构,39.2,6.0,平层,满五年,普通住宅,非共有,292.0,0.3333333333333333,顶层,双榆树,海淀,简装,,,,无,393.0,375.21054510790634,0.0452657885295004
218,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,4.0,清华东路27号院,1995.0,板楼,混合结构,118.6,7.0,跃层,满五年,普通住宅,非共有,64.0,0.3333333333333333,高楼层,学院路,海淀,简装,,,,无,730.0,778.5546171678648,0.06651317420255447
219,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,厂洼甲1号院,1993.7698001480385,板楼,混合结构,76.41,6.0,平层,满五年,普通住宅,非共有,309.0,0.5,顶层,厂洼,海淀,简装,,,,无,658.0,688.6760443464661,0.046620128186118756
220,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,2.0,玉泉路16号院,2000.0,板楼,混合结构,108.24,5.0,平层,满五年,普通住宅,非共有,388.0,0.5,中楼层,玉泉路,海淀,简装,,,,无,810.0,720.0484893652186,0.11105124769726094
221,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,翠微南里,1987.0,塔楼,钢混结构,43.7,18.0,平层,满五年,普通住宅,非共有,255.0,0.2857142857142857,顶层,公主坟,海淀,精装,,,,有,420.0,379.3171115977632,0.09686402000532575
222,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,新外大街5号,1984.0,板楼,混合结构,58.49,6.0,平层,满五年,普通住宅,非共有,394.0,0.3333333333333333,中楼层,小西天,海淀,简装,1.0,,,无,415.0,404.431013863144,0.025467436474351766
223,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,万寿路西街9号,1988.0,板楼,混合结构,43.8,6.0,平层,满五年,普通住宅,共有,163.0,0.5,顶层,万寿路,海淀,毛坯,,,,无,440.0,505.9868770214712,0.14997017504879812
224,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,青云南区,1962.0,板楼,混合结构,77.1,5.0,平层,满五年,普通住宅,非共有,143.0,0.3333333333333333,中楼层,皂君庙,海淀,简装,,,,无,523.0,556.0985858909551,0.06328601508786819
225,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,1.0,宝盛北里,2009.0,板楼,混合结构,62.35,6.0,平层,满五年,普通住宅,非共有,289.0,0.5,底层,清河,海淀,精装,,,,无,397.0,373.9540475663724,0.05805025801921304
226,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,中关村东大院,1992.0,板楼,混合结构,46.6,6.0,平层,满五年,普通住宅,非共有,266.0,0.3333333333333333,低楼层,中关村,海淀,精装,,,,无,495.0,561.8046403351874,0.13495886936401494
227,,,,已购公房,70.0,集中供暖,,1.0,1.0,,1.0,3.0,昌运宫,1986.0,塔楼,钢混结构,64.98,18.0,平层,满五年,普通住宅,非共有,95.0,0.3333333333333333,中楼层,紫竹桥,海淀,其他,,,,有,515.0,536.1906866769463,0.041146964421254865
228,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,电信宿舍,1989.0,板楼,混合结构,54.9,6.0,平层,满两年,普通住宅,非共有,370.0,0.3333333333333333,底层,马甸,海淀,其他,,,,无,514.3,457.69274484943844,0.11006660538705332
229,1.0,,,央产房,70.0,集中供暖,,1.0,1.0,1.0,1.0,3.0,水科院,1997.0,板楼,混合结构,84.6,6.0,平层,满两年,普通住宅,共有,43.0,0.5,底层,军博,海淀,简装,,,,无,659.0,763.5823980279151,0.15869863130184392
230,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,昌运宫,1990.0,塔楼,钢混结构,67.51,13.0,平层,满五年,普通住宅,非共有,384.0,0.25,高楼层,紫竹桥,海淀,简装,,,1.0,有,520.0,525.7841287353372,0.011123324491033005
231,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,枫蓝国际,2004.0,塔楼,钢混结构,96.75,21.0,平层,满五年,公寓,非共有,393.0,0.25,高楼层,小西天,海淀,精装,,,1.0,有,950.0,822.6231124037919,0.13408093431179802
232,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,2.0,华鸿家园,2007.0,板楼,钢混结构,97.29,6.0,平层,满五年,普通住宅,非共有,248.0,0.5,底层,西三旗,海淀,精装,,,,有,513.8,545.1458980565276,0.06100797597611451
233,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,百旺家苑,2003.0,板楼,钢混结构,60.19,9.0,平层,满五年,普通住宅,非共有,97.0,0.3333333333333333,低楼层,马连洼,海淀,精装,,,,有,470.0,421.5013263700207,0.10318866729782829
234,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,昌运宫,1990.0,塔楼,钢混结构,75.66,13.0,平层,满五年,普通住宅,非共有,219.0,0.25,中楼层,紫竹桥,海淀,其他,,,,有,590.0,591.297223086063,0.002198683196716972
235,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,1.0,紫竹院南路14号院,1980.0,板塔结合,钢混结构,42.8,12.0,平层,满五年,普通住宅,非共有,153.0,0.5,底层,紫竹桥,海淀,精装,,,,有,332.0,372.881751713422,0.12313780636572885
236,,,,商品房,70.0,自供暖,,,2.0,2.0,1.0,3.0,玉阜嘉园,2003.0,板塔结合,钢混结构,124.71,12.0,平层,满五年,普通住宅,非共有,228.0,0.25,高楼层,玉泉路,海淀,精装,1.0,,,有,780.0,851.1241381879753,0.09118479254868626
237,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,皂君庙14号院,1996.0,板楼,混合结构,78.9,6.0,平层,满五年,普通住宅,非共有,272.0,0.5,低楼层,皂君庙,海淀,简装,,,,无,800.0,553.4749065534506,0.3081563668081867
238,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,皂君东里,1981.0,板楼,混合结构,67.9,6.0,平层,满五年,普通住宅,非共有,326.0,0.5,中楼层,皂君庙,海淀,简装,,,,无,642.0,599.1957496540747,0.06667328714318585
239,,,,已购公房,69.72161172161172,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,西三环北路82号院,1983.0,板楼,混合结构,68.9,6.0,平层,满五年,普通住宅,非共有,48.0,0.3333333333333333,中楼层,甘家口,海淀,简装,,,,无,730.0,645.6757644871,0.11551265138753429
240,,,,商品房,70.0,自供暖,1.0,1.0,2.0,1.0,1.0,3.0,永定华庭,2012.0,板楼,钢混结构,105.12,11.0,平层,满两年,普通住宅,非共有,223.0,0.5,高楼层,五棵松,海淀,精装,,,,有,880.0,912.4998194044668,0.03693161295962142
241,,,,商品房,70.0,自供暖,1.0,1.0,2.0,1.0,1.0,3.0,逸升轩,2002.0,板楼,钢混结构,163.54,14.0,跃层,满五年,普通住宅,非共有,189.0,0.1,高楼层,甘家口,海淀,其他,,,,有,970.0,823.7878829790893,0.1507341412586708
242,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,翠微南里,1990.0,板楼,混合结构,36.42,6.0,平层,满两年,普通住宅,非共有,108.0,0.041666666666666664,高楼层,公主坟,海淀,简装,,,1.0,无,345.0,304.81279028069775,0.11648466585304999
243,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,科委宿舍,1982.0,板楼,混合结构,74.2,5.0,平层,满五年,普通住宅,非共有,89.0,0.5,中楼层,定慧寺,海淀,其他,,,,无,798.0,821.163334343784,0.029026734766646564
244,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,普惠南里,1989.0,板楼,混合结构,57.0,6.0,平层,满五年,普通住宅,非共有,230.0,0.5,高楼层,公主坟,海淀,简装,,,,无,508.0,531.9315675258492,0.047109384893404
245,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,西三环北路82号院,1981.0,板楼,混合结构,54.5,6.0,平层,满两年,普通住宅,非共有,84.0,0.3333333333333333,中楼层,甘家口,海淀,精装,,,,无,535.0,525.9843941001889,0.016851599812731093
246,,,,已购公房,69.72161172161172,集中供暖,,1.0,1.0,1.0,1.0,1.0,西三环北路82号院,1983.0,板楼,混合结构,36.9,6.0,平层,满五年,普通住宅,非共有,45.0,0.3333333333333333,中楼层,甘家口,海淀,其他,,,,无,434.0,372.5137777967052,0.14167332304906635
247,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,东南小区,1984.0,板楼,混合结构,59.6,6.0,平层,满五年,普通住宅,非共有,260.0,0.3333333333333333,顶层,中关村,海淀,精装,,,,无,682.0,784.6389387606935,0.15049697765497574
248,,,,央产房,70.0,集中供暖,1.0,1.0,2.0,1.0,1.0,3.0,大有北里小区,2000.0,板楼,混合结构,86.4,6.0,平层,满五年,普通住宅,非共有,251.0,0.5,底层,马连洼,海淀,其他,,,,有,995.0,1232.3463062645747,0.2385390012709293
249,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,永泰园,1998.0,板楼,混合结构,60.34,6.0,平层,满五年,普通住宅,非共有,332.0,0.3333333333333333,低楼层,清河,海淀,简装,,,,无,410.0,361.5921596187967,0.11806790336878854
250,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,水利局小区,2000.0,板楼,混合结构,91.44,6.0,平层,满两年,普通住宅,非共有,239.0,0.5,顶层,马连洼,海淀,精装,,,,无,572.0,615.207609727778,0.07553777924436722
251,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,供电局宿舍家属楼,1998.0,板楼,混合结构,67.68,6.0,平层,满五年,普通住宅,共有,279.0,0.5,低楼层,清河,海淀,精装,,,,无,495.0,538.7893054687746,0.08846324337126185
252,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,花园路3号院,2000.0,塔楼,钢混结构,88.07,24.0,平层,满五年,普通住宅,非共有,145.0,0.2,高楼层,牡丹园,海淀,精装,,,,有,750.0,720.7673774197165,0.03897683010704471
253,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,昌运宫,1984.0,塔楼,钢混结构,72.6,17.0,平层,满五年,普通住宅,非共有,264.0,0.25,高楼层,紫竹桥,海淀,精装,,,,有,557.0,594.1823273425529,0.06675462718591178
254,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,交大东路34号院,1990.0,板楼,混合结构,56.3,6.0,平层,满五年,普通住宅,非共有,388.0,0.3333333333333333,底层,西直门,海淀,其他,,,,无,506.0,504.930138539534,0.0021143507123833447
255,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,菊园,1996.0,板楼,混合结构,70.68,6.0,平层,满五年,普通住宅,非共有,261.0,0.3333333333333333,中楼层,马连洼,海淀,简装,,,,无,416.0,456.30050663292957,0.09687621786761916
256,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,甘家口小区,1996.0,塔楼,钢混结构,62.0,16.0,平层,满五年,普通住宅,非共有,208.0,0.2,高楼层,甘家口,海淀,简装,,,,有,570.0,550.8459244875999,0.03360364124982481
257,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,紫竹院甲3号院,1998.0,板楼,混合结构,85.37,6.0,平层,满五年,普通住宅,非共有,113.0,0.5,低楼层,紫竹桥,海淀,简装,,,,无,756.0,903.4389415220651,0.1950250549233665
258,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,菊园,1995.0,板楼,混合结构,63.55,6.0,平层,满五年,普通住宅,非共有,357.0,0.5,底层,马连洼,海淀,简装,,,,无,418.0,426.9665657034758,0.021451114123147833
259,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,钟表南园,1988.0,板楼,混合结构,41.0,6.0,平层,满两年,普通住宅,非共有,88.0,0.3333333333333333,低楼层,马甸,海淀,其他,,,,无,345.0,295.1465558335768,0.14450273671427008
260,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,3.0,建西苑中里,2005.0,板楼,钢混结构,111.1,6.0,平层,满五年,普通住宅,非共有,244.0,0.5,底层,杨庄,海淀,精装,,,,无,725.0,761.9905176853406,0.051021403703918056
261,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,塔院小区,1989.0,板楼,混合结构,57.3,6.0,平层,满五年,普通住宅,非共有,282.0,0.3333333333333333,底层,牡丹园,海淀,精装,,,,无,563.0,525.0102232470889,0.0674774009820801
262,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,文慧园10号院,1989.0,板楼,混合结构,37.7,6.0,平层,满五年,普通住宅,非共有,136.0,0.3333333333333333,高楼层,新街口,海淀,简装,,,,无,316.0,351.2964535686301,0.11169763787541175
263,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,水利局小区,1999.0,板楼,混合结构,79.1,6.0,平层,满五年,普通住宅,非共有,315.0,0.5,顶层,马连洼,海淀,简装,,,,无,515.0,541.8070206532009,0.052052467287768696
264,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,东南小区,1983.0,板楼,混合结构,61.1,6.0,平层,满五年,普通住宅,非共有,230.0,0.3333333333333333,低楼层,中关村,海淀,简装,,,,无,700.0,803.7437326824688,0.14820533240352687
265,,,1.0,商品房,70.0,自供暖,,,1.0,1.0,1.0,2.0,怡美家园,2004.0,板楼,钢混结构,85.16,18.0,平层,满五年,普通住宅,共有,217.0,0.6666666666666666,低楼层,上地,海淀,简装,,,,有,552.0,572.2222300019059,0.036634474641133924
266,,,,商品房,70.0,自供暖,,,1.0,1.0,1.0,2.0,光大花园,2000.0,塔楼,钢混结构,86.32,17.0,平层,满两年,普通住宅,共有,306.0,0.2,低楼层,万柳,海淀,精装,,,1.0,有,915.0,1051.9040105393078,0.14962186944186648
267,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清河文苑,2004.0,塔楼,钢混结构,63.61,22.0,平层,满五年,普通住宅,共有,135.0,0.2727272727272727,高楼层,清河,海淀,其他,,,,有,406.0,305.4070851471291,0.24776580013022384
268,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,水利局小区,1999.0,板楼,混合结构,79.1,6.0,平层,满五年,普通住宅,共有,150.0,0.5,高楼层,马连洼,海淀,精装,,,,无,475.0,570.4039534665102,0.20085042835054776
269,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,永定路22号院,1989.0,板楼,混合结构,44.1,6.0,平层,满两年,普通住宅,非共有,298.0,0.3333333333333333,高楼层,五棵松,海淀,精装,,,,无,280.0,219.36072990999116,0.21656882175003156
270,1.0,,,商品房,70.0,集中供暖,,,1.0,2.0,1.0,3.0,都景苑,2001.0,塔楼,钢混结构,130.48,24.0,复式,满五年,普通住宅,非共有,367.0,0.3,高楼层,牡丹园,海淀,精装,,,,有,1030.0,1027.559841684671,0.002369085743037837
271,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,蓟门东里,1985.0,板塔结合,钢混结构,66.0,15.0,平层,满两年,普通住宅,共有,304.0,0.2,低楼层,知春路,海淀,简装,,,,有,473.0,524.753549066293,0.10941553713804011
272,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,复兴路乙6号院,1985.0,塔楼,钢混结构,70.8,16.0,平层,满两年,普通住宅,非共有,243.0,0.2222222222222222,高楼层,军博,海淀,精装,,1.0,,有,580.0,575.4151076989617,0.00790498672592807
273,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,邮局宿舍,1997.0,板楼,混合结构,71.4,6.0,平层,满五年,普通住宅,非共有,260.0,0.3333333333333333,中楼层,颐和园,海淀,精装,1.0,,,无,540.0,576.9238648746004,0.06837752754555637
274,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,建西苑北里,2007.0,板塔结合,钢混结构,69.84,14.0,平层,满两年,普通住宅,非共有,59.0,0.25,高楼层,杨庄,海淀,简装,1.0,,,有,416.8,323.9336775683797,0.22280787531578763
275,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,学院路14号院,1987.0,板楼,混合结构,61.6,6.0,平层,满五年,普通住宅,非共有,150.0,0.3333333333333333,顶层,学院路,海淀,简装,,,,无,435.0,452.97617727359625,0.0413245454565431
276,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,翠微南里,1988.0,板楼,混合结构,40.0,6.0,平层,满五年,普通住宅,非共有,99.0,0.3333333333333333,高楼层,公主坟,海淀,其他,,,,无,395.0,348.3234470118541,0.11816848857758452
277,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,普惠南里,1986.0,板楼,混合结构,55.6,6.0,平层,满五年,普通住宅,非共有,393.0,0.3333333333333333,高楼层,公主坟,海淀,精装,,,,无,530.0,539.6725964296959,0.01825018194282243
278,,,,央产房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,西三环北路23号院,1988.0,板楼,混合结构,56.74,6.0,平层,满五年,普通住宅,非共有,168.0,0.3333333333333333,底层,厂洼,海淀,精装,,,,无,500.0,552.385231324498,0.10477046264899605
279,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,加气混凝土厂宿舍,1993.0,板楼,混合结构,45.5,6.0,平层,满五年,普通住宅,共有,226.0,0.3333333333333333,顶层,清河,海淀,简装,,,,无,306.0,283.14035351253096,0.07470472708323214
280,,,,限价商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,1.0,金隅美和园,2008.0,板楼,钢混结构,48.53,9.0,平层,满五年,普通住宅,非共有,84.0,0.3333333333333333,顶层,清河,海淀,其他,,,,有,336.0,272.614861763348,0.18864624475194042
281,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,航南小区,2000.0,塔楼,钢混结构,110.16,18.0,平层,满两年,普通住宅,共有,203.0,0.3333333333333333,高楼层,知春路,海淀,精装,,1.0,,有,915.0,810.9700664345585,0.11369391646496342
282,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清枫华景园,2004.0,塔楼,钢混结构,108.78,18.0,平层,满五年,普通住宅,非共有,345.0,0.2857142857142857,低楼层,学院路,海淀,其他,,,1.0,有,950.0,785.4216813433571,0.17324033542804512
283,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,科育小区,1990.0,板楼,混合结构,67.2,5.0,平层,满五年,普通住宅,共有,378.0,0.3333333333333333,底层,中关村,海淀,精装,,,,无,839.0,905.0197626310265,0.07868863245652746
284,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,金隅美和园,2008.0,板楼,钢混结构,80.52,9.0,平层,满五年,普通住宅,非共有,90.0,0.3333333333333333,顶层,清河,海淀,简装,,,,有,507.0,471.6187535912418,0.06978549587526275
285,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,建西苑北里,2007.0,板塔结合,钢混结构,98.76,14.0,平层,满五年,普通住宅,非共有,165.0,0.3333333333333333,顶层,杨庄,海淀,其他,,,,有,593.0,542.0244884082546,0.08596207688321321
286,,,,商品房,70.0,集中供暖,1.0,1.0,2.0,2.0,1.0,3.0,上地佳园,2004.0,板塔结合,钢混结构,152.27,11.0,平层,满五年,普通住宅,非共有,304.0,0.5,高楼层,上地,海淀,精装,1.0,,,有,1127.0,1057.890351202691,0.061321782428845686
287,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,金沟河2号院,2000.0,板楼,混合结构,100.47,6.0,平层,满五年,普通住宅,非共有,389.0,0.5,高楼层,五棵松,海淀,精装,,,,无,685.0,735.7064110981332,0.07402395780749377
